M,N,repetition,iter,loss,med_percentage_error,intercept,slope,abs_perc_dev_bias,abs_perc_dev_weight
2,100,0,10,1.943334163329709,61.57154,1.7454745769500732,1.8017586469650269,269.331,180.17586469650269
2,100,0,20,1.8218865526726207,58.692944,1.2863811254501343,1.3559143543243408,172.18983,135.59143543243408
2,100,0,30,0.036472061813836346,1.3897936,0.5661548376083374,-0.010892023332417011,19.794662,1.0892023332417011
2,100,0,40,0.01944184703108786,1.1145642,0.5508109927177429,-0.02624719962477684,16.548004,2.624719962477684
2,100,0,50,0.01584186777972134,0.86171544,0.5435106158256531,-0.0184397604316473,15.003292,1.84397604316473
2,100,0,60,0.024506186482195297,0.7808165,0.5337485074996948,-0.01901349425315857,12.937695,1.901349425315857
2,100,0,70,0.01161280815486976,0.6828294,0.5201963782310486,-0.022028803825378418,10.070152,2.202880382537842
2,100,0,80,0.013852807748472662,0.93331736,0.5137394666671753,-0.012133403681218624,8.703913,1.2133403681218624
2,100,0,90,0.007276807007512739,0.9275163,0.5078830718994141,-0.009161868132650852,7.4647374,0.9161868132650852
2,100,0,100,0.012337396210973805,0.45499483,0.5015072226524353,-0.010885381139814854,6.1156497,1.0885381139814854
2,100,0,110,0.002457780891873052,0.30891863,0.4958643913269043,-0.007769557647407055,4.9216638,0.7769557647407055
2,100,0,120,0.009600213747072999,0.27906647,0.4933967888355255,-0.006623263005167246,4.3995347,0.6623263005167246
2,100,0,130,0.005256984323754385,0.37464857,0.4882981479167938,-0.005406998097896576,3.3206959,0.5406998097896576
2,100,0,140,0.0023943364545351087,0.16790059,0.48609161376953125,-0.0037529405672103167,2.8538077,0.37529405672103167
2,100,0,150,0.0033821185340160006,0.21572013,0.4846203923225403,-0.002045300090685487,2.5425067,0.20453000906854868
2,100,0,160,0.003201446328432002,0.11688252,0.4818603992462158,-0.0020575968082994223,1.9585103,0.20575968082994223
2,100,0,170,0.0032039877714338705,0.14549533,0.4802384674549103,-0.0022861871402710676,1.61532,0.22861871402710676
2,100,0,180,0.0008434268102941627,0.12124846,0.47912487387657166,-0.0011049191234633327,1.3796909,0.11049191234633327
2,100,0,190,0.0024215097042822277,0.08225623,0.4782709777355194,-0.0016296374378725886,1.199012,0.16296374378725886
2,100,0,200,0.0008397196788679263,0.097011015,0.4767284691333771,-0.0012334685306996107,0.8726274,0.12334685306996107
2,100,0,210,0.0012917603984957627,0.044912912,0.4759363830089569,-0.0011617849813774228,0.7050271,0.11617849813774228
2,100,0,220,0.0009814461931322842,0.038814887,0.47545289993286133,-0.0009481635061092675,0.60272527,0.09481635061092675
2,100,0,230,0.0009189784364262259,0.062592454,0.47488105297088623,-0.0007632627966813743,0.48172617,0.07632627966813743
2,100,0,240,0.0009268707705908705,0.030732203,0.4744258522987366,-0.0007410910329781473,0.3854087,0.07410910329781473
2,100,0,250,0.0008366087557185409,0.025455195,0.4741572141647339,-0.0003227905835956335,0.3285666,0.03227905835956335
2,100,0,260,0.00019091407730877625,0.016516343,0.4738331735134125,-0.0004098181379958987,0.26000172,0.04098181379958987
2,100,0,270,0.0004059802528148793,0.01559503,0.47364723682403564,-0.0002833455509971827,0.22065872,0.028334555099718273
2,100,0,280,0.0002776460617872099,0.013117003,0.473432332277298,-0.00025131567963398993,0.17518634,0.025131567963398993
2,100,0,290,0.00022527532715308296,0.010794742,0.4732407331466675,-0.0002445124846417457,0.13464522,0.02445124846417457
2,100,0,300,0.00018405901760321872,0.007962717,0.4731372594833374,-0.00011853173054987565,0.11275086,0.011853173054987565
2,100,0,310,6.983040914688833e-05,0.005607376,0.47300127148628235,-0.00014743850624654442,0.08397669,0.014743850624654442
2,100,0,320,0.0001458862188988258,0.0050221253,0.472959041595459,-0.0001024548546411097,0.075041115,0.01024548546411097
2,100,0,330,6.373262353731936e-05,0.005390289,0.4728987216949463,-9.445156319998205e-05,0.062277827,0.009445156319998205
2,100,0,340,0.00012695170189307083,0.0032570385,0.4728584587574005,-7.782944885548204e-05,0.053758446,0.007782944885548204
2,100,0,350,0.00012183916567467274,0.0026243438,0.472825825214386,-6.18883641436696e-05,0.04685341,0.0061888364143669605
2,100,0,360,6.15996197077263e-05,0.0024072218,0.472769170999527,-5.930932820774615e-05,0.034865744,0.005930932820774615
2,100,0,370,4.307946318402563e-05,0.0019417827,0.47272852063179016,-4.593406993080862e-05,0.026264394,0.004593406993080862
2,100,0,380,2.7435928449056914e-06,0.0016795567,0.4727090895175934,-4.4133626943221316e-05,0.022152895,0.004413362694322132
2,100,0,390,1.3243065914658561e-05,0.0014301774,0.4726904034614563,-2.3826502001611516e-05,0.018199049,0.0023826502001611516
2,100,0,400,3.5387409246142656e-05,0.0009933561,0.4726831614971161,-4.115157025808003e-06,0.016666695,0.0004115157025808003
2,100,0,410,2.5359168295743975e-05,0.0009687678,0.4726674258708954,-2.2942722353036515e-05,0.01333714,0.0022942722353036515
2,100,0,420,2.4463232292823367e-05,0.0008762592,0.4726596772670746,-1.772475843608845e-05,0.011697587,0.001772475843608845
2,100,0,430,7.474742302336435e-06,0.0007228466,0.47264936566352844,-1.3437353118206374e-05,0.009515719,0.0013437353118206374
2,100,0,440,1.1182960357734931e-05,0.00054752495,0.472643107175827,-9.324172424385324e-06,0.008191464,0.0009324172424385324
2,100,0,450,1.5341909671187008e-05,0.00037003856,0.47263622283935547,-8.613936188339721e-06,0.006734783,0.0008613936188339721
2,100,0,460,1.2930560973805702e-05,0.00035872322,0.47262972593307495,-6.115060386946425e-06,0.00536008,0.0006115060386946425
2,100,0,470,8.826833439057157e-06,0.00026077114,0.47262296080589294,-6.3287338889495e-06,0.0039286236,0.00063287338889495
2,100,0,480,8.385932139488676e-06,0.00022021128,0.47262150049209595,-6.952078592803446e-07,0.0036196306,6.952078592803446e-05
2,100,0,490,3.2244048644903604e-06,0.0003942313,0.4726189076900482,-4.131316927669104e-06,0.0030710108,0.0004131316927669104
2,100,0,500,1.4487685072644212e-06,0.00021264292,0.4726163148880005,-3.12757765641436e-06,0.0025223906,0.000312757765641436
2,100,0,510,3.998265976880068e-06,0.00012133474,0.47261425852775574,-2.264191152789863e-06,0.0020872783,0.00022641911527898628
2,100,0,520,3.0732928117787305e-06,9.74743e-05,0.47261255979537964,-2.0752968339365907e-06,0.0017278376,0.00020752968339365907
2,100,0,530,2.5008315915509456e-06,8.0243095e-05,0.4726108908653259,-2.0336008219601354e-06,0.0013747029,0.00020336008219601354
2,100,0,540,1.923962772591821e-06,9.144057e-05,0.47260963916778564,-1.639679567233543e-06,0.0011098519,0.0001639679567233543
2,100,0,550,1.4395648132037827e-06,5.184658e-05,0.4726085066795349,-1.1152286560900393e-06,0.0008702248,0.00011152286560900393
2,100,0,560,2.0212994737593576e-07,5.4965734e-05,0.47260782122612,-9.746913747221697e-07,0.0007251873,9.746913747221697e-05
2,100,0,570,1.8121388935111498e-06,4.4414985e-05,0.47260725498199463,-1.1085543292210787e-06,0.00060537376,0.00011085543292210787
2,100,0,580,5.581217155354628e-07,5.2421557e-05,0.4726065993309021,-6.995823014221969e-07,0.00046664226,6.995823014221969e-05
2,100,0,590,6.729793850797502e-07,3.2238822e-05,0.4726063013076782,-4.1217884927391424e-07,0.0004035825,4.1217884927391424e-05
2,100,0,600,3.0745258944471245e-07,2.7559334e-05,0.47260600328445435,-4.546752450096392e-07,0.00034052273,4.546752450096392e-05
2,100,0,610,7.542649232018308e-07,2.150063e-05,0.47260579466819763,-2.818705695517565e-07,0.0002963809,2.818705695517565e-05
2,100,0,620,4.1506576549105455e-07,1.18958305e-05,0.472605437040329,-2.5871261755128216e-07,0.00022070917,2.5871261755128216e-05
2,100,0,630,4.097798657921841e-07,1.700784e-05,0.47260528802871704,-2.425567799946293e-07,0.00018917929,2.4255677999462932e-05
2,100,0,640,3.7576121297902866e-07,1.10883475e-05,0.47260504961013794,-1.7248976291739382e-07,0.00013873148,1.7248976291739382e-05
2,100,0,650,3.409918248558663e-07,1.9808203e-05,0.4726048707962036,-1.865665382183579e-07,0.000100895624,1.865665382183579e-05
2,100,0,660,3.756716302531863e-07,0.0,0.47260475158691406,1.0270729156047764e-08,7.567172e-05,1.0270729156047764e-06
2,100,0,670,2.0894491009662927e-07,0.0,0.4726046621799469,-1.8412494640074328e-08,5.6753786e-05,1.8412494640074328e-06
2,100,0,680,6.362303697428518e-08,0.0,0.47260457277297974,-5.6563315808944026e-08,3.783586e-05,5.656331580894403e-06
2,100,0,690,2.679162498588415e-07,0.0,0.47260457277297974,4.2468137451123766e-08,3.783586e-05,4.246813745112377e-06
2,100,0,700,8.201957209101381e-08,0.0,0.47260457277297974,-2.183678127209987e-08,3.783586e-05,2.183678127209987e-06
2,100,0,710,1.1106950225151494e-07,0.0,0.47260457277297974,-5.932849589385114e-08,3.783586e-05,5.932849589385114e-06
2,100,0,720,6.533029143360978e-08,0.0,0.47260457277297974,-5.934031932497419e-09,3.783586e-05,5.934031932497419e-07
2,100,0,730,2.581592814371146e-08,0.0,0.47260457277297974,-4.896129013332029e-08,3.783586e-05,4.896129013332029e-06
2,100,0,740,1.5080397383037357e-07,0.0,0.47260451316833496,-1.2603941001998464e-07,2.5223906e-05,1.2603941001998464e-05
2,100,0,750,1.9027066715176777e-07,0.0,0.47260451316833496,-7.778095323374146e-08,2.5223906e-05,7.778095323374146e-06
2,100,0,760,1.4196618790657447e-07,0.0,0.47260451316833496,5.2254154780939643e-08,2.5223906e-05,5.225415478093964e-06
2,100,0,770,1.2600077116564574e-07,0.0,0.4726044535636902,-7.359181708466167e-09,1.2611953e-05,7.359181708466167e-07
2,100,0,780,3.8006518804737736e-08,0.0,0.4726044535636902,-2.6346222981032952e-08,1.2611953e-05,2.634622298103295e-06
2,100,0,790,7.887804943614413e-08,0.0,0.4726044535636902,1.3998761351496913e-11,1.2611953e-05,1.3998761351496913e-09
2,100,0,800,4.3410233907055443e-08,0.0,0.4726044237613678,3.074128451796554e-10,6.3059765e-06,3.074128451796554e-08
2,100,0,810,6.992231154795919e-08,0.0,0.4726043939590454,6.15524697877845e-08,0.0,6.15524697877845e-06
2,100,0,820,8.466113186898824e-08,0.0,0.4726044237613678,2.442038393724033e-08,6.3059765e-06,2.442038393724033e-06
2,100,0,830,4.1484933919270914e-08,0.0,0.4726044237613678,-2.9023834002828153e-08,6.3059765e-06,2.9023834002828153e-06
2,100,0,840,2.611764448328733e-07,7.5668086e-06,0.4726044237613678,5.837650718376608e-08,6.3059765e-06,5.837650718376608e-06
2,100,0,850,1.6515117778301314e-07,0.0,0.4726044237613678,8.350778557542071e-08,6.3059765e-06,8.350778557542071e-06
2,100,0,860,1.2556960217018262e-07,0.0,0.4726043939590454,5.522550949876859e-08,0.0,5.522550949876859e-06
2,100,0,870,7.935530968884612e-08,0.0,0.47260433435440063,5.089038079830743e-09,1.2611953e-05,5.089038079830743e-07
2,100,0,880,1.322778347259189e-07,9.301775e-06,0.47260433435440063,-1.1764257124013966e-07,1.2611953e-05,1.1764257124013966e-05
2,100,0,890,8.86111082508538e-08,0.0,0.4726043939590454,-2.6981757272892537e-08,0.0,2.6981757272892537e-06
2,100,0,900,1.7021825653085182e-08,0.0,0.4726044535636902,9.416055490873987e-09,1.2611953e-05,9.416055490873987e-07
2,100,0,910,6.389833632325363e-08,0.0,0.4726044535636902,-2.6458861768219322e-08,1.2611953e-05,2.645886176821932e-06
2,100,0,920,3.372054625302708e-08,9.67972e-06,0.4726044535636902,-1.8332177376123582e-07,1.2611953e-05,1.8332177376123582e-05
2,100,0,930,1.1206055295184415e-07,0.0,0.4726044833660126,3.49338549199274e-08,1.891793e-05,3.49338549199274e-06
2,100,0,940,2.586192379702934e-07,0.0,0.4726044535636902,6.643070804557283e-08,1.2611953e-05,6.643070804557283e-06
2,100,0,950,1.62752372349651e-07,0.0,0.4726043939590454,-1.0396161265191495e-08,0.0,1.0396161265191495e-06
2,100,0,960,1.5536150280756643e-07,6.0407824e-06,0.472604364156723,1.1827236967576482e-08,6.3059765e-06,1.1827236967576482e-06
2,100,0,970,3.110005744738162e-07,9.768483e-06,0.47260433435440063,1.0297404173797986e-07,1.2611953e-05,1.0297404173797986e-05
2,100,0,980,2.187510731140852e-07,0.0,0.47260433435440063,-3.0611310819494975e-08,1.2611953e-05,3.0611310819494975e-06
2,100,0,990,1.917164901326418e-07,0.0,0.472604364156723,-3.313506269364552e-08,6.3059765e-06,3.3135062693645523e-06
2,100,1,0,1.8132026888730006,61.929634,2.0,2.0,323.18692,200.0
2,100,1,10,1.5740422985302065,60.501816,1.5106788873672485,1.5706902742385864,219.64977,157.06902742385864
2,100,1,20,1.1920300460971358,33.349014,0.858754575252533,0.5606112480163574,81.70685,56.06112480163574
2,100,1,30,0.07375588200134459,2.8377938,0.6423439383506775,-0.031149577349424362,35.915775,3.114957734942436
2,100,1,40,0.059674063213668034,1.6044631,0.6052038073539734,-0.03880983591079712,28.05717,3.880983591079712
2,100,1,50,0.02034954323470914,1.9446722,0.5892658829689026,-0.02104489877820015,24.684807,2.104489877820015
2,100,1,60,0.02315336719683409,1.2465358,0.5609536170959473,-0.02802802249789238,18.694118,2.802802249789238
2,100,1,70,0.008258687430154841,1.0291631,0.5470067262649536,-0.027078965678811073,15.743047,2.7078965678811073
2,100,1,80,0.030300018154696438,0.92647845,0.5377259254455566,-0.022127922624349594,13.77929,2.2127922624349594
2,100,1,90,0.02622601789993404,1.001914,0.5267905592918396,-0.007952376268804073,11.465439,0.7952376268804073
2,100,1,100,0.024848963755335695,1.3052467,0.5122736096382141,-0.017826169729232788,8.393746,1.7826169729232788
2,100,1,110,0.01684216880348954,0.5463073,0.5080717206001282,-0.006900769658386707,7.504655,0.6900769658386707
2,100,1,120,0.0052848750040468415,0.38504252,0.5021794438362122,-0.009127051569521427,6.2578874,0.9127051569521427
2,100,1,130,0.007039018381939219,0.35315385,0.4989445209503174,-0.006474244873970747,5.5733986,0.6474244873970747
2,100,1,140,0.011893767885750887,0.37122673,0.49562811851501465,-0.004670026246458292,4.8716693,0.4670026246458292
2,100,1,150,0.0022037216920558224,0.35467345,0.49069783091545105,-0.004410349763929844,3.8284528,0.4410349763929844
2,100,1,160,0.003436531755090297,0.20371246,0.48757219314575195,-0.004351187497377396,3.1670883,0.43511874973773956
2,100,1,170,0.005020759712591651,0.3038432,0.48517003655433655,-0.0046776942908763885,2.6588078,0.46776942908763885
2,100,1,180,0.00030058056802211654,0.24321428,0.48297709226608276,-0.0020738625898957253,2.1947951,0.20738625898957253
2,100,1,190,0.0012828509062091662,0.11727427,0.48090946674346924,-0.0030591911636292934,1.7572992,0.30591911636292934
2,100,1,200,0.0039821995480292935,0.13068384,0.48028162121772766,-0.0014846768463030457,1.624451,0.14846768463030457
2,100,1,210,0.00357637506990888,0.08944486,0.47918474674224854,-0.00020924599084537476,1.3923596,0.020924599084537476
2,100,1,220,0.0019090373788698196,0.066354275,0.4781029224395752,-0.0014073826605454087,1.1634526,0.14073826605454087
2,100,1,230,0.0011184506004935178,0.108542055,0.4766950011253357,-0.0012708527501672506,0.86554575,0.12708527501672506
2,100,1,240,0.001458821312519602,0.0562346,0.4758555293083191,-0.001196517376229167,0.687919,0.1196517376229167
